"code_mode","high_educ","imd_band","age_band","prev_attempts","finRes","logSum_click","logStudy_credits","LMS_group","reduceReg","disabil","Wscal_score"
"EEE","Lower","90-100%","0-35",0,"Fail",5.63835466933375,4.11087386417331,"Medium","Other","N",-3.25
"FFF","Lower","30-40%","0-35",0,"Pass",7.52563997504154,4.51085950651685,"High","Other","N",0.18
"FFF","A-Level","90-100%","0-35",0,NA,9.07337451690302,4.11087386417331,"High","South Region","N",0.96
"FFF","A-Level","90-100%","0-35",0,"Pass",7.97659540931658,5.19849703126583,"High","Other","N",0.64
"BBB","Lower","0-10%","0-35",0,"Fail",0,4.11087386417331,"Low","Other","N",-3.25
"EEE","A-Level","70-80%","0-35",0,"Fail",7.89803969076462,4.11087386417331,"High","Other","N",-0.78
"BBB","A-Level","70-80%","0-35",0,"Pass",6.88755257166462,4.11087386417331,"High","Yorkshire Region","N",0.23
"FFF","Lower","40-50%","0-35",0,"Fail",5.82600010738045,4.11087386417331,"Medium","South West Region","N",-0.2
"BBB","A-Level","60-70%","0-35",0,"Pass",7.92407232492342,4.11087386417331,"High","South East Region","Y",-0.783
"GGG","Lower","20-30%","0-35",0,"Fail",3.25809653802148,3.43398720448515,"Low","London Region","N",-3.25
"FFF","Lower","50-60%","0-35",0,"Fail",6.66949808985788,4.11087386417331,"Medium","Wales","N",-1.64
"BBB","Lower","20-30%","0-35",1,"Pass",6.89669433162271,4.79579054559674,"High","Other","N",0.44
"BBB","A-Level","80-90%","0-35",0,"Pass",6.17586727010576,4.79579054559674,"Medium","Other","N",0.63
"DDD","HE Qual","50-60%","0-35",0,"Fail",6.89264164117209,4.79579054559674,"High","North Western Region","N",-0.71
"BBB","Lower","80-90%","0-35",0,"Pass",7.20414929203594,4.11087386417331,"High","Other","N",0.69
"DDD","Lower","30-40%","0-35",0,"Pass",6.19031540585315,4.11087386417331,"Medium","Other","N",0.7045
"EEE","Lower","30-40%","0-35",0,"Pass",7.13966033596492,4.11087386417331,"High","South Region","N",0.55
"DDD","A-Level","90-100%","0-35",0,"Pass",8.05038445306702,4.51085950651685,"High","Other","N",0.14
"DDD","A-Level","90-100%","0-35",0,"Pass",6.74993119378857,4.11087386417331,"Medium","West Midlands Region","N",0.73
"EEE","Lower","30-40%","0-35",0,"Fail",7.26403014289953,5.01727983681492,"High","Yorkshire Region","N",-0.67
"CCC","A-Level","60-70%","0-35",0,"Pass",8.51077262361331,5.01727983681492,"High","Other","N",-0.05
"GGG","A-Level","20-30%","0-35",0,"Fail",6.96790920180188,3.43398720448515,"High","West Midlands Region","N",-0.12
"BBB","Lower","80-90%","0-35",0,"Fail",5.48479693349065,4.11087386417331,"Medium","Other","N",-0.18
"DDD","A-Level","60-70%","0-35",0,"Pass",7.37148929521428,4.11087386417331,"High","South Region","N",-0.773
"BBB","Lower","30-40%","0-35",0,"Pass",6.90975328164481,4.11087386417331,"High","South West Region","N",0.27
"BBB","A-Level","30-40%","0-35",0,"Pass",6.15697898558556,4.11087386417331,"Medium","Other","N",0.75
"EEE","HE Qual","90-100%","0-35",0,"Fail",7.12447826249342,4.11087386417331,"High","Other","N",-0.08
"EEE","HE Qual","30-40%","0-35",0,"Pass",6.77878489768518,4.51085950651685,"Medium","Other","N",-0.461
"FFF","A-Level","60-70%","0-35",0,"Pass",7.94803199063728,4.79579054559674,"High","North Region","N",0.69
"FFF","Lower","70-80%","0-35",0,"Pass",6.75227037614174,4.11087386417331,"Medium","South Region","N",0.12
"FFF","A-Level","80-90%","0-35",0,"Pass",8.50207955360619,4.51085950651685,"High","Other","N",0.48
"GGG","Lower","0-10%","0-35",0,"Fail",2.39789527279837,3.43398720448515,"Low","North Western Region","Y",-3.25
"GGG","A-Level","30-40%","0-35",0,NA,6.35088571671474,3.43398720448515,"Medium","Other","N",1
"CCC",NA,"30-40%","0-35",0,"Pass",6.98286275146894,5.01727983681492,"High","North Region","N",0.61
"EEE","A-Level","70-80%","0-35",0,"Pass",7.63046126178363,4.11087386417331,"High","South Region","N",0.06
"DDD","A-Level","70-80%","0-35",0,"Pass",7.34729970074316,5.19849703126583,"High","Other","N",-0.69
"GGG","A-Level","30-40%","0-35",0,"Fail",5.59098698051086,3.43398720448515,"Medium","North Region","N",0.7075
"FFF","A-Level","90-100%","0-35",0,NA,8.20357773693795,4.11087386417331,"High","Other","Y",0.6295
"CCC","A-Level","30-40%","0-35",0,"Pass",7.36897040219479,4.51085950651685,"High","West Midlands Region","N",0.43
"DDD","A-Level","70-80%","0-35",0,"Pass",5.85507192220243,4.11087386417331,"Medium","South West Region","N",-0.2
"BBB","A-Level","20-30%","0-35",0,"Pass",7.952615111651,4.11087386417331,"High","South East Region","N",-0.63
"DDD","Lower","30-40%","0-35",0,NA,6.44730586254121,4.11087386417331,"Medium","Other","N",0.81
"GGG","A-Level","40-50%","0-35",0,"Pass",8.2666784433059,3.43398720448515,"High","Other","Y",0.64
"GGG","Lower","20-30%","0-35",0,"Fail",0,3.43398720448515,"Low","Other","N",-3.25
"DDD","Lower","50-60%","0-35",0,"Pass",8.17131687471973,4.51085950651685,"High","West Midlands Region","N",0.56
"DDD","HE Qual","50-60%","0-35",0,"Pass",6.80350525760834,4.11087386417331,"Medium","London Region","N",0.69
"EEE","Lower","20-30%","0-35",1,"Pass",8.11969625295725,4.91265488573605,"High","Wales","N",-0.55
"GGG","Lower","30-40%","0-35",0,"Fail",4.04305126783455,3.43398720448515,"Medium","London Region","N",-3.25
"EEE","A-Level","30-40%","0-35",0,"Pass",7.36833968631138,4.11087386417331,"High","North Western Region","N",0.53
"GGG","A-Level","90-100%","0-35",0,"Pass",5.97635090929793,3.43398720448515,"Medium","North Western Region","Y",-0.426
"DDD","Lower","40-50%","0-35",0,"Pass",6.08904487544685,4.11087386417331,"Medium","Other","N",-0.02
"GGG","A-Level","70-80%","0-35",0,"Pass",6.22059017009974,3.43398720448515,"Medium","Yorkshire Region","N",0.59
"CCC","HE Qual","40-50%","0-35",0,"Fail",6.26149168432104,4.51085950651685,"Medium","Other","N",0.74
"FFF","Lower","30-40%","0-35",0,"Pass",8.44333134281778,4.79579054559674,"High","London Region","N",0.15
"EEE","A-Level","40-50%","0-35",0,"Pass",7.81237820598861,4.11087386417331,"High","North Region","N",-0.02
"FFF","A-Level","70-80%","0-35",1,NA,8.2529671950008,5.01727983681492,"High","West Midlands Region","N",0.9
"GGG","A-Level","60-70%","0-35",0,"Pass",6.30078579466324,4.51085950651685,"Medium","Yorkshire Region","N",0.33
"DDD","A-Level","70-80%","0-35",0,NA,8.1341742721379,4.51085950651685,"High","South East Region","N",0.77
"DDD","Lower","20-30%","0-35",0,"Fail",5.53733426701854,4.11087386417331,"Medium","South Region","N",-1.9
"FFF","Lower","0-10%","0-35",0,"Fail",4.85203026391962,4.11087386417331,"Medium","Wales","N",-3.25
"GGG","Lower","70-80%","0-35",0,"Pass",6.15485809401642,3.43398720448515,"Medium","North Western Region","N",0.13
"EEE","A-Level","70-80%","0-35",0,"Pass",7.57507169950756,3.43398720448515,"High","West Midlands Region","Y",0.42
"DDD","Lower","20-30%","0-35",0,"Pass",7.27862894232068,4.11087386417331,"High","London Region","Y",-0.8855
"DDD","A-Level","70-80%","0-35",0,"Pass",7.67461749736436,4.11087386417331,"High","North Western Region","N",0.25
"BBB","Lower","30-40%","0-35",0,"Pass",4.92725368515721,4.11087386417331,"Medium","North Western Region","N",0.46
"GGG","Lower","60-70%","0-35",0,"Pass",6.16541785423142,3.43398720448515,"Medium","South Region","N",0.908499999999999
"DDD","Lower","30-40%","0-35",0,"Fail",7.8770178956224,4.11087386417331,"High","Other","N",-0.28
"FFF","HE Qual","40-50%","0-35",0,"Pass",8.81522155592216,4.33073334028633,"High","Other","N",0.55
"EEE","Lower","70-80%","0-35",0,"Fail",3.29583686600433,4.51085950651685,"Low","Other","N",-3.25
"GGG","A-Level","30-40%","0-35",0,"Pass",6.41999492814714,3.43398720448515,"Medium","Yorkshire Region","N",0.4
"GGG","A-Level","30-40%","0-35",0,"Pass",6.2709884318583,3.43398720448515,"Medium","London Region","N",0.81
"EEE","A-Level","30-40%","0-35",0,"Fail",6.00881318544259,4.11087386417331,"Medium","Wales","N",-3.25
"BBB","Lower","0-10%","0-35",0,"Fail",5.15329159449778,4.11087386417331,"Medium","Wales","N",-0.11
"FFF","A-Level","90-100%","0-35",0,"Pass",7.92334821193015,4.11087386417331,"High","South East Region","N",-0.2155
"FFF","Lower","30-40%","0-35",0,"Pass",7.52779398772144,4.11087386417331,"High","South West Region","N",-0.356
"BBB","Lower","20-30%","0-35",0,"Pass",6.36818718635049,4.11087386417331,"Medium","Other","N",0.47
"EEE","Lower","30-40%","0-35",0,NA,8.16479480424477,4.51085950651685,"High","South Region","N",1.12
"GGG","None","30-40%","0-35",0,"Fail",3.91202300542815,3.43398720448515,"Medium","West Midlands Region","N",-1.61
"BBB","A-Level","50-60%","0-35",0,"Pass",4.70048036579242,4.11087386417331,"Medium","West Midlands Region","N",0.46
"DDD","Lower","0-10%","0-35",0,"Pass",7.4593388952203,4.11087386417331,"High","North Western Region","N",0.49
"EEE","Lower","60-70%","0-35",0,NA,7.23921497377981,4.51085950651685,"High","South Region","N",0.51
"CCC","HE Qual","40-50%","0-35",0,"Pass",9.12956406194889,4.11087386417331,"High","West Midlands Region","N",0.47
"DDD","HE Qual","50-60%","0-35",0,"Pass",7.85166117788927,4.11087386417331,"High","Wales","N",0.78
"DDD","Lower","0-10%","0-35",0,"Fail",6.98378996525813,4.51085950651685,"High","Yorkshire Region","N",-0.15
"FFF","A-Level","0-10%","0-35",0,"Pass",7.64778604544093,4.51085950651685,"High","Other","N",0.08
"GGG","Lower","20-30%","0-35",0,NA,6.97354301952014,3.43398720448515,"High","North Western Region","N",0.6
"DDD","A-Level","40-50%","0-35",0,"Pass",6.82546003625531,4.11087386417331,"Medium","Other","N",0.48
"BBB","Lower","40-50%","0-35",0,"Pass",5.80211837537706,4.11087386417331,"Medium","Other","N",-0.5025
"FFF","Lower","40-50%","0-35",0,"Fail",5.19295685089021,4.79579054559674,"Medium","South West Region","N",-0.83
"FFF","Lower","50-60%","0-35",0,"Fail",6.22257626807137,4.11087386417331,"Medium","Other","N",0.43
"DDD","A-Level","30-40%","0-35",0,"Fail",6.49828214947643,4.51085950651685,"Medium","Other","N",-0.17
"FFF","A-Level","70-80%","0-35",0,"Fail",6.88141130364254,4.11087386417331,"High","Other","N",-1.53
"BBB","Lower","20-30%","0-35",1,"Fail",4.11087386417331,4.11087386417331,"Medium","Other","N",-3.25
"FFF","A-Level","50-60%","0-35",0,"Pass",7.36454701425564,4.11087386417331,"High","North Region","N",-0.08
"FFF","Lower","80-90%","0-35",0,"Pass",8.23959345430597,4.11087386417331,"High","Yorkshire Region","N",0.19
"GGG","Lower","80-90%","0-35",0,"Pass",6.31896811374643,3.43398720448515,"Medium","Other","N",0.7
"BBB","A-Level","30-40%","0-35",0,"Pass",5.34233425196481,4.11087386417331,"Medium","Other","N",0.02
"BBB","A-Level","20-30%","0-35",0,"Pass",5.89989735358249,4.11087386417331,"Medium","North Western Region","N",-0.23
"CCC","A-Level","20-30%","0-35",0,"Pass",6.85751406254539,4.79579054559674,"High","Wales","Y",-0.37
"FFF","A-Level","40-50%","0-35",0,NA,8.49923286603924,4.11087386417331,"High","South West Region","N",0.9
"DDD","A-Level","90-100%","0-35",0,"Pass",7.81278281857758,4.11087386417331,"High","South Region","N",0.3
"BBB","Lower","0-10%","0-35",0,"Pass",6.69826805411541,4.11087386417331,"Medium","Yorkshire Region","N",0.32
"GGG","Lower","70-80%","0-35",0,"Pass",6.55677835615804,3.43398720448515,"Medium","Other","N",0.47
"BBB","Lower","30-40%","0-35",0,"Pass",5.35185813347607,4.33073334028633,"Medium","Other","N",-0.52
"CCC","Lower","40-50%","0-35",0,"Pass",8.56254889313703,3.43398720448515,"High","South West Region","N",-0.29
"EEE","Lower","70-80%","0-35",0,"Fail",0,3.43398720448515,"Low","North Western Region","N",-3.25
"CCC","Lower","30-40%","0-35",0,"Pass",8.12651816878071,4.11087386417331,"High","North Region","N",0.05
"BBB","Lower","20-30%","0-35",0,"Pass",7.90838715929004,4.51085950651685,"High","Other","N",0.2
"FFF","Lower","70-80%","0-35",0,"Pass",7.65917136766606,4.11087386417331,"High","London Region","N",0.62
"GGG","Lower","0-10%","0-35",0,"Pass",6.7900972355139,3.43398720448515,"Medium","West Midlands Region","N",-0.01
"FFF","None","0-10%","0-35",0,"Fail",8.18952211074809,4.11087386417331,"High","West Midlands Region","N",-0.1
"FFF","A-Level","40-50%","0-35",0,"Pass",8.05674377497531,4.51085950651685,"High","Wales","N",0.18
"GGG","Lower","30-40%","0-35",1,"Pass",6.85224256905188,4.79579054559674,"High","South West Region","N",-0.04
"DDD","HE Qual","80-90%","0-35",0,"Pass",6.65544035036765,4.79579054559674,"Medium","Other","N",-0.45
"DDD","A-Level","40-50%","0-35",0,"Pass",7.39817409297047,4.79579054559674,"High","Other","Y",0.07
"BBB","Lower","0-10%","0-35",0,"Fail",3.63758615972639,4.11087386417331,"Medium","Wales","N",-3.25
"BBB","A-Level","0-10%","0-35",0,"Fail",6.37672694789863,4.11087386417331,"Medium","West Midlands Region","N",0.43
"EEE","Lower","90-100%","0-35",0,"Pass",7.71779621101358,4.11087386417331,"High","South East Region","N",-0.522
"FFF","A-Level","20-30%","0-35",0,"Pass",7.75705114203201,4.11087386417331,"High","North Region","N",0.65
"BBB","HE Qual","80-90%","0-35",0,"Pass",6.25958146406492,4.11087386417331,"Medium","Other","N",0.34
"BBB","Lower","30-40%","0-35",0,"Pass",7.72312009226633,4.79579054559674,"High","North Region","N",0.8
"GGG","Lower","60-70%","0-35",0,"Fail",0,3.43398720448515,"Low","Other","N",-3.25
"BBB","A-Level","0-10%","0-35",0,"Fail",1.94591014905531,4.11087386417331,"Low","North Western Region","N",-3.25
"FFF","A-Level","40-50%","0-35",0,NA,7.99665387546261,4.79579054559674,"High","West Midlands Region","N",0.91
"CCC","Lower","30-40%","0-35",0,"Pass",8.27944348771267,4.11087386417331,"High","Other","N",0.57
"BBB","A-Level","90-100%","0-35",0,"Pass",9.47039427731049,4.11087386417331,"High","South East Region","N",0.95
"BBB","Lower","30-40%","0-35",0,"Pass",4.9416424226093,4.11087386417331,"Medium","Other","N",0.12
"EEE","HE Qual","70-80%","0-35",0,"Fail",6.07993319509559,4.11087386417331,"Medium","Yorkshire Region","N",0.3
"FFF","A-Level","50-60%","0-35",0,"Pass",7.59438124255182,4.11087386417331,"High","Other","N",0.3
"CCC",NA,"20-30%","0-35",0,NA,7.53422832627409,4.11087386417331,"High","Other","N",1.2255
"AAA","HE Qual","90-100%","0-35",0,"Pass",7.14834574390007,4.79579054559674,"High","Other","N",0.05
"DDD","A-Level","70-80%","0-35",0,"Pass",6.79122146272619,4.51085950651685,"Medium","Other","N",-0.54
"DDD","Lower","80-90%","0-35",0,NA,8.14786712992395,4.79579054559674,"High","North Western Region","N",0.747
"DDD","HE Qual","40-50%","0-35",0,"Fail",5.12989871492307,4.11087386417331,"Medium","Other","N",-0.02
"DDD",NA,"90-100%","0-35",1,"Fail",5.86078622346587,4.11087386417331,"Medium","Other","N",0.1155
"DDD","A-Level","70-80%","0-35",0,"Pass",7.87359778968554,4.11087386417331,"High","London Region","N",0.46
"FFF","A-Level","50-60%","0-35",0,"Pass",8.13094230223188,4.11087386417331,"High","North Region","N",0.63
"DDD","Lower","30-40%","0-35",0,"Pass",7.32184971378836,4.11087386417331,"High","London Region","N",0.04
"GGG","Lower","30-40%","0-35",0,"Fail",5.78996017089725,3.43398720448515,"Medium","South East Region","N",0.707
"FFF","HE Qual","70-80%","0-35",0,"Fail",6.75343791859778,4.91265488573605,"Medium","Other","N",0.504
"DDD","A-Level","80-90%","0-35",0,"Pass",7.11151211649616,5.19849703126583,"High","Other","N",-0.27
"CCC","HE Qual","30-40%","0-35",0,NA,7.01571242048723,4.11087386417331,"High","North Region","N",0.6825
"DDD","A-Level","0-10%","0-35",0,"Fail",6.22455842927536,4.11087386417331,"Medium","North Western Region","N",-0.7
"BBB","A-Level","30-40%","0-35",0,"Pass",6.0591231955818,4.79579054559674,"Medium","South East Region","Y",0.34
"FFF","A-Level","70-80%","0-35",0,"Pass",7.65633716643018,4.79579054559674,"High","South West Region","N",0.37
"BBB","Lower","30-40%","0-35",0,"Pass",7.34923082461333,4.11087386417331,"High","North Region","N",-0.25
"DDD","HE Qual","0-10%","0-35",0,"Pass",7.37963215260955,4.11087386417331,"High","North Western Region","N",-0.39
"BBB","A-Level","30-40%","0-35",0,NA,6.4085287910595,4.11087386417331,"Medium","London Region","N",0.76
"FFF","A-Level","70-80%","0-35",0,"Pass",8.17667277194846,4.11087386417331,"High","Other","N",0.46
"GGG","Lower","50-60%","0-35",0,"Fail",2.07944154167984,3.43398720448515,"Low","Other","N",-3.25
"BBB","A-Level","30-40%","0-35",0,"Fail",5.76519110278484,4.79579054559674,"Medium","North Western Region","N",0.05
"BBB","A-Level","60-70%","0-35",0,NA,7.77527584648686,5.19849703126583,"High","South Region","N",1.119
"EEE","HE Qual","20-30%","0-35",1,"Fail",7.25629723969068,4.11087386417331,"High","Other","Y",-0.42
"FFF","HE Qual","80-90%","0-35",0,"Pass",6.66949808985788,4.79579054559674,"Medium","London Region","N",-0.04
"FFF","A-Level","30-40%","0-35",0,"Pass",7.01301578963963,4.11087386417331,"High","South Region","N",0.3
"DDD","A-Level","60-70%","0-35",0,NA,7.59337419312129,4.11087386417331,"High","Yorkshire Region","N",0.8
"EEE","HE Qual","80-90%","0-35",0,NA,7.80710329012598,4.11087386417331,"High","Other","N",1.13
"FFF","HE Qual","30-40%","0-35",0,"Pass",8.39185670010494,4.11087386417331,"High","North Western Region","N",0.13
"EEE","Lower","50-60%","0-35",0,"Fail",5.94803498918065,4.79579054559674,"Medium","Wales","N",0.46
"CCC","A-Level","70-80%","0-35",0,"Pass",8.86601739881026,4.51085950651685,"High","Other","N",0.27
"CCC","Lower","60-70%","0-35",0,"Pass",8.27103686579295,4.11087386417331,"High","South West Region","N",0.46
"FFF","Lower","50-60%","0-35",0,NA,9.00072983494456,4.11087386417331,"High","Other","N",0.95
"FFF","Lower","90-100%","0-35",0,NA,8.92172453036431,4.51085950651685,"High","South Region","N",0.69
"CCC","HE Qual","30-40%","0-35",0,"Pass",8.56655462095396,4.79579054559674,"High","Other","N",0.14
"GGG","A-Level","80-90%","0-35",0,NA,6.90173720665657,3.43398720448515,"High","South West Region","N",0.82
"FFF","Lower","0-10%","0-35",0,"Pass",7.73718007783463,4.11087386417331,"High","Other","N",0.25
"GGG","Lower","80-90%","0-35",0,"Pass",6.07304453410041,3.43398720448515,"Medium","South Region","N",0.69
"BBB","A-Level","20-30%","0-35",0,"Pass",7.34536484041687,4.33073334028633,"High","Other","N",0.15
"BBB","HE Qual","60-70%","0-35",0,"Pass",7.78405700263993,4.11087386417331,"High","Other","N",0.834
"DDD","A-Level","50-60%","0-35",0,"Pass",6.12905021006055,4.51085950651685,"Medium","Other","Y",-0.7335
"CCC","A-Level","50-60%","0-35",0,"Pass",7.94732502701646,3.43398720448515,"High","North Region","N",0.07
"GGG","Lower","50-60%","0-35",0,"Fail",5.82600010738045,3.43398720448515,"Medium","North Western Region","N",-3.25
"FFF","Lower","30-40%","0-35",2,"Fail",5.92425579741453,4.79579054559674,"Medium","North Western Region","Y",-0.8
"BBB","A-Level","30-40%","0-35",0,"Pass",7.09340462586877,4.79579054559674,"High","South West Region","N",0.5
"EEE","A-Level","20-30%","0-35",0,"Pass",6.9782137426307,4.11087386417331,"High","West Midlands Region","N",0.67
"BBB","HE Qual","50-60%","0-35",0,"Fail",5.52942908751142,4.11087386417331,"Medium","Other","N",0.58
"GGG","HE Qual","0-10%","0-35",0,"Fail",3.09104245335832,3.43398720448515,"Low","North Western Region","N",-0.36
"BBB","Lower","40-50%","0-35",1,"Pass",7.38212436573751,4.11087386417331,"High","South East Region","N",-0.5025
"BBB","Lower","30-40%","0-35",0,"Fail",4.52178857704904,4.51085950651685,"Medium","Wales","N",-3.25
