"id_stud","code_mode.x","code_pres.x","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","code_mode.y","code_pres.y","date_reg","date_unregistration","sum_click"
602703,"EEE","2013J","M","South East Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","EEE","2013J","-51","?",2170
602707,"EEE","2014J","M","Wales","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","EEE","2014J","-73","?",2247
602711,"GGG","2013J","F","South East Region","A Level or Equivalent","80-90%","35-55",0,30,"N","Distinction","GGG","2013J","-29","?",859
602713,"FFF","2013J","M","Scotland","HE Qualification","20-30%","0-35",0,90,"N","Distinction","FFF","2013J","-29","?",4532
602718,"CCC","2014B","M","Scotland","Post Graduate Qualification","50-60%","0-35",0,60,"N","Fail","EEE","2013J","-44","?",1985
602718,"EEE","2013J","M","Scotland","Post Graduate Qualification","50-60%","0-35",0,60,"N","Pass","CCC","2014B","-163","?",1985
602718,"CCC","2014B","M","Scotland","Post Graduate Qualification","50-60%","0-35",0,60,"N","Fail","CCC","2014B","-163","?",1985
602718,"EEE","2013J","M","Scotland","Post Graduate Qualification","50-60%","0-35",0,60,"N","Pass","EEE","2013J","-44","?",1985
602719,"FFF","2013J","M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Pass","FFF","2013J","-32","?",1628
602721,"EEE","2014B","M","South Region","HE Qualification","80-90%","0-35",0,30,"N","Distinction","EEE","2014B","-25","?",2329
602725,"DDD","2013J","M","North Western Region","Lower Than A Level","80-90%","0-35",0,120,"N","Fail","DDD","2013J","-36","?",227
602729,"DDD","2013J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","DDD","2013J","-51","?",1211
602734,"FFF","2013J","M","West Midlands Region","HE Qualification","20-Oct","0-35",0,150,"N","Fail","FFF","2013J","-32","?",241
602767,"BBB","2013J","F","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail","BBB","2013J","-53","?",531
602768,"GGG","2013J","F","London Region","Lower Than A Level","0-10%","0-35",0,30,"N","Fail","GGG","2013J","-29","?",326
602777,"FFF","2013J","M","East Midlands Region","A Level or Equivalent","80-90%","0-35",0,150,"N","Pass","FFF","2013J","-36","?",2412
602779,"BBB","2014J","F","London Region","No Formal quals","50-60%","35-55",0,300,"N","Pass","BBB","2014J","-30","?",1304
602780,"GGG","2013J","M","London Region","Lower Than A Level","20-30%","0-35",0,30,"N","Pass","GGG","2013J","-37","?",383
602783,"DDD","2013J","M","South Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","DDD","2013J","-56","?",3819
602811,"FFF","2013J","M","North Region","Lower Than A Level","?","0-35",0,120,"N","Pass","FFF","2013J","-19","?",2643
602815,"BBB","2014B","F","Yorkshire Region","Lower Than A Level","30-40%","0-35",0,60,"N","Fail","BBB","2014B","-47","?",162
602816,"EEE","2013J","M","London Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","EEE","2013J","-52","?",1497
602818,"FFF","2014B","M","West Midlands Region","Lower Than A Level","30-40%","0-35",0,120,"N","Fail","FFF","2014B","-131","?",2837
602820,"GGG","2013J","F","London Region","A Level or Equivalent","20-30%","0-35",0,30,"N","Pass","GGG","2013J","-34","?",741
602826,"BBB","2013J","F","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,240,"N","Fail","BBB","2013J","-53","?",852
602827,"EEE","2013J","M","West Midlands Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","CCC","2014J","-101","107",2723
602827,"EEE","2013J","M","West Midlands Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass","EEE","2013J","-29","?",2723
602830,"EEE","2014J","M","South Region","HE Qualification","30-40%","0-35",0,60,"N","Distinction","EEE","2014J","-60","?",1559
602837,"FFF","2013J","M","North Region","HE Qualification","?","0-35",0,60,"N","Pass","FFF","2013J","-51","?",4833
602854,"FFF","2014B","M","West Midlands Region","Lower Than A Level","80-90%","0-35",0,90,"N","Pass","FFF","2014B","-75","?",6090
602856,"DDD","2013J","F","East Anglian Region","HE Qualification","50-60%","0-35",0,60,"N","Distinction","DDD","2013J","-59","?",7250
602856,"DDD","2013J","F","East Anglian Region","HE Qualification","50-60%","0-35",0,60,"N","Distinction","CCC","2014J","-121","31",7250
602858,"GGG","2014B","M","North Western Region","Lower Than A Level","70-80%","0-35",0,30,"N","Fail","GGG","2014B","-25","?",38
602862,"FFF","2014B","F","Scotland","HE Qualification","30-40%","0-35",0,60,"N","Pass","FFF","2014B","-28","?",5353
602865,"BBB","2014J","F","London Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Pass","BBB","2014J","-157","?",2049
602895,"FFF","2013J","F","Scotland","HE Qualification","50-60%","0-35",0,90,"N","Fail","FFF","2013J","-49","?",1899
602902,"DDD","2013J","F","Yorkshire Region","Lower Than A Level","80-90%","0-35",0,90,"N","Pass","DDD","2013J","-60","?",3807
602902,"DDD","2013J","F","Yorkshire Region","Lower Than A Level","80-90%","0-35",0,90,"N","Pass","CCC","2014B","-24","?",3807
602902,"CCC","2014B","F","Yorkshire Region","Lower Than A Level","80-90%","0-35",0,90,"N","Pass","CCC","2014B","-24","?",3807
602902,"CCC","2014B","F","Yorkshire Region","Lower Than A Level","80-90%","0-35",0,90,"N","Pass","DDD","2013J","-60","?",3807
602913,"CCC","2014B","F","Yorkshire Region","A Level or Equivalent","30-40%","35-55",0,90,"N","Pass","CCC","2014B","-25","?",498
602929,"BBB","2014B","F","South Region","Lower Than A Level","60-70%","0-35",0,60,"N","Fail","BBB","2014B","-128","?",129
602943,"BBB","2014J","M","East Anglian Region","Lower Than A Level","50-60%","0-35",1,60,"N","Distinction","BBB","2014J","-53","?",975
602944,"EEE","2013J","M","North Western Region","A Level or Equivalent","70-80%","0-35",0,60,"Y","Fail","EEE","2013J","-51","?",89
602948,"FFF","2013J","M","South Region","A Level or Equivalent","70-80%","35-55",0,90,"N","Pass","FFF","2013J","-49","?",3420
602973,"CCC","2014J","F","Scotland","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","CCC","2014J","-101","?",1712
602986,"DDD","2013J","M","Scotland","A Level or Equivalent","90-100%","35-55",0,120,"N","Fail","DDD","2013J","-39","?",25
602991,"BBB","2014B","F","North Western Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","BBB","2014B","-107","?",3859
603012,"BBB","2013J","F","East Anglian Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","BBB","2013J","-31","?",627
603030,"FFF","2013J","M","Wales","HE Qualification","80-90%","0-35",0,60,"N","Fail","FFF","2013J","-53","?",159
603034,"DDD","2013J","M","South East Region","HE Qualification","70-80%","0-35",0,60,"N","Pass","DDD","2013J","-42","?",1506
603035,"BBB","2013J","F","Yorkshire Region","Lower Than A Level","50-60%","35-55",0,60,"N","Pass","BBB","2013J","-49","?",113
603036,"BBB","2013J","F","Wales","HE Qualification","20-Oct","0-35",0,120,"N","Pass","BBB","2013J","-53","?",1066
603038,"BBB","2013J","F","Wales","HE Qualification","20-Oct","35-55",0,120,"N","Pass","BBB","2013J","-53","?",321
603044,"GGG","2013J","F","London Region","Lower Than A Level","40-50%","35-55",0,30,"N","Pass","GGG","2013J","-25","?",938
603049,"CCC","2014J","M","Scotland","HE Qualification","30-40%","0-35",0,60,"N","Pass","CCC","2014J","-21","?",1678
603049,"DDD","2013J","M","Scotland","HE Qualification","30-40%","0-35",0,60,"N","Pass","DDD","2013J","-37","?",1678
603049,"DDD","2013J","M","Scotland","HE Qualification","30-40%","0-35",0,60,"N","Pass","CCC","2014J","-21","?",1678
603049,"CCC","2014J","M","Scotland","HE Qualification","30-40%","0-35",0,60,"N","Pass","DDD","2013J","-37","?",1678
603053,"CCC","2014B","M","Scotland","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","CCC","2014B","-134","?",NA
603053,"CCC","2014B","M","Scotland","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","EEE","2013J","-46","?",NA
603053,"EEE","2013J","M","Scotland","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","CCC","2014B","-134","?",NA
603053,"EEE","2013J","M","Scotland","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","EEE","2013J","-46","?",NA
603055,"BBB","2014J","F","Wales","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass","BBB","2014J","-38","?",312
603058,"GGG","2013J","F","South East Region","Lower Than A Level","70-80%","0-35",0,30,"N","Pass","GGG","2013J","-29","?",358
603059,"FFF","2013J","M","Ireland","Lower Than A Level","?","0-35",0,120,"N","Distinction","FFF","2013J","-27","?",2238
603064,"GGG","2014B","F","East Midlands Region","Lower Than A Level","20-Oct","35-55",0,30,"Y","Fail","GGG","2014B","-100","?",1595
603108,"EEE","2014J","M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Pass","EEE","2014J","-80","?",1592
603111,"FFF","2014B","F","West Midlands Region","A Level or Equivalent","80-90%","0-35",1,120,"N","Pass","FFF","2014B","-23","?",4835
603111,"FFF","2014B","F","West Midlands Region","A Level or Equivalent","80-90%","0-35",1,120,"N","Pass","FFF","2013J","-29","93",4835
603112,"BBB","2014B","F","South Region","Lower Than A Level","50-60%","0-35",0,120,"N","Pass","BBB","2014B","-53","?",240
603113,"BBB","2014J","F","South East Region","A Level or Equivalent","20-Oct","0-35",1,60,"Y","Pass","BBB","2014J","-65","?",677
603113,"BBB","2014J","F","South East Region","A Level or Equivalent","20-Oct","0-35",1,60,"Y","Pass","BBB","2013J","-53","3",677
603121,"BBB","2014J","F","Ireland","Lower Than A Level","0-10%","35-55",0,60,"N","Fail","BBB","2014J","-11","?",34
603123,"BBB","2013J","F","South East Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","BBB","2013J","-36","?",131
603129,"CCC","2014J","M","South Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","CCC","2014J","-63","?",511
603155,"FFF","2013J","M","Scotland","Lower Than A Level","40-50%","0-35",0,60,"N","Pass","FFF","2013J","-38","?",3129
603163,"FFF","2014B","M","Ireland","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","FFF","2014B","-89","?",2148
603164,"GGG","2013J","F","London Region","A Level or Equivalent","60-70%","35-55",0,30,"N","Pass","GGG","2013J","-42","?",1001
603165,"BBB","2013J","F","Wales","HE Qualification","40-50%","35-55",0,60,"N","Distinction","BBB","2013J","-35","?",929
603170,"FFF","2013J","M","London Region","Lower Than A Level","40-50%","0-35",0,90,"N","Distinction","FFF","2013J","-52","?",2769
603179,"EEE","2014J","M","South East Region","Lower Than A Level","40-50%","35-55",2,60,"N","Pass","EEE","2014J","-20","?",1959
603179,"CCC","2014J","M","South East Region","Lower Than A Level","40-50%","35-55",1,60,"N","Pass","CCC","2014J","-20","?",1959
603179,"EEE","2014J","M","South East Region","Lower Than A Level","40-50%","35-55",2,60,"N","Pass","CCC","2014J","-20","?",1959
603179,"CCC","2014J","M","South East Region","Lower Than A Level","40-50%","35-55",1,60,"N","Pass","EEE","2014J","-20","?",1959
603200,"BBB","2014J","F","East Anglian Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","BBB","2014J","-85","?",365
603210,"BBB","2013J","F","Scotland","A Level or Equivalent","0-10%","35-55",0,120,"N","Pass","BBB","2013J","-4","?",799
603216,"FFF","2013J","M","North Region","A Level or Equivalent","50-60%","0-35",0,120,"N","Fail","FFF","2013J","-28","?",239
603220,"FFF","2013J","M","East Midlands Region","Lower Than A Level","20-30%","0-35",0,120,"N","Fail","FFF","2013J","-52","?",213
603222,"CCC","2014B","M","West Midlands Region","Lower Than A Level","60-70%","0-35",0,60,"N","Fail","CCC","2014B","-171","?",1038
603222,"EEE","2013J","M","West Midlands Region","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","CCC","2014B","-171","?",1038
603222,"EEE","2013J","M","West Midlands Region","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","EEE","2013J","-52","?",1038
603222,"CCC","2014B","M","West Midlands Region","Lower Than A Level","60-70%","0-35",0,60,"N","Fail","EEE","2013J","-52","?",1038
603224,"DDD","2014J","F","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass","DDD","2014J","-35","?",4915
603230,"GGG","2013J","F","South Region","A Level or Equivalent","20-Oct","0-35",0,30,"N","Pass","GGG","2013J","-37","?",382
603231,"FFF","2013J","M","Scotland","HE Qualification","60-70%","0-35",0,60,"N","Pass","FFF","2013J","-45","?",5948
603239,"CCC","2014B","M","Wales","Lower Than A Level","40-50%","0-35",0,60,"N","Fail","CCC","2014B","-162","?",NA
603265,"BBB","2013J","F","Scotland","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail","BBB","2013J","-28","?",151
603270,"BBB","2013J","F","South West Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Fail","BBB","2013J","-52","?",924
603287,"BBB","2013J","F","East Midlands Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","BBB","2013J","-46","?",182
603300,"FFF","2013J","M","North Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Pass","FFF","2013J","-22","?",5438
603302,"DDD","2014B","M","South West Region","A Level or Equivalent","20-30%","0-35",1,120,"Y","Distinction","DDD","2014B","-40","?",2924
603302,"DDD","2014B","M","South West Region","A Level or Equivalent","20-30%","0-35",1,120,"Y","Distinction","DDD","2013J","-57","60",2924
603302,"DDD","2014B","M","South West Region","A Level or Equivalent","20-30%","0-35",1,120,"Y","Distinction","CCC","2014J","-107","94",2924
603303,"DDD","2014J","M","North Region","A Level or Equivalent","?","0-35",0,120,"N","Distinction","DDD","2014J","-30","?",1180
603309,"EEE","2013J","M","South West Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","EEE","2013J","-51","?",2238
603325,"CCC","2014J","F","South East Region","A Level or Equivalent","30-40%","0-35",0,60,"Y","Distinction","CCC","2014J","-122","?",2457
603325,"CCC","2014J","F","South East Region","A Level or Equivalent","30-40%","0-35",0,60,"Y","Distinction","DDD","2013J","-57","?",2457
603325,"DDD","2013J","F","South East Region","A Level or Equivalent","30-40%","0-35",0,60,"Y","Distinction","CCC","2014J","-122","?",2457
603325,"DDD","2013J","F","South East Region","A Level or Equivalent","30-40%","0-35",0,60,"Y","Distinction","DDD","2013J","-57","?",2457
603327,"FFF","2013J","M","Scotland","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","FFF","2013J","-36","?",3173
603328,"GGG","2013J","F","London Region","Lower Than A Level","20-Oct","35-55",0,30,"N","Pass","GGG","2013J","-35","?",554
603341,"FFF","2013J","M","North Region","Lower Than A Level","?","0-35",0,60,"N","Pass","FFF","2013J","-42","?",1068
603365,"GGG","2013J","M","North Region","Lower Than A Level","20-Oct","0-35",0,30,"N","Fail","GGG","2013J","-24","?",19
603389,"FFF","2013J","M","East Midlands Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","FFF","2013J","-52","?",3189
603398,"BBB","2013J","F","Scotland","Lower Than A Level","40-50%","35-55",0,60,"N","Pass","BBB","2013J","-30","?",567
603406,"DDD","2014J","M","North Western Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","DDD","2014J","-30","?",591
603410,"DDD","2013J","M","London Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Fail","DDD","2013J","-50","?",1145
603423,"FFF","2014J","M","North Region","A Level or Equivalent","0-10%","35-55",1,60,"N","Fail","FFF","2014J","-147","?",574
603423,"FFF","2014J","M","North Region","A Level or Equivalent","0-10%","35-55",1,60,"N","Fail","FFF","2013J","-50","130",574
603431,"DDD","2013J","M","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"Y","Pass","DDD","2013J","-53","?",893
603437,"FFF","2013J","M","London Region","Lower Than A Level","20-30%","0-35",0,120,"N","Pass","FFF","2013J","-51","?",3304
603440,"BBB","2013J","F","South Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass","BBB","2013J","-52","?",694
603446,"BBB","2013J","F","East Anglian Region","A Level or Equivalent","60-70%","35-55",0,120,"N","Pass","BBB","2013J","-52","?",1056
603455,"EEE","2013J","M","Ireland","Lower Than A Level","30-40%","35-55",0,60,"N","Pass","EEE","2013J","-51","?",2374
603469,"DDD","2013J","F","Wales","HE Qualification","60-70%","0-35",0,180,"N","Fail","DDD","2013J","-45","?",1116
603477,"EEE","2013J","M","East Anglian Region","HE Qualification","70-80%","0-35",0,60,"N","Pass","CCC","2014B","-47","?",2624
603477,"CCC","2014B","M","East Anglian Region","HE Qualification","70-80%","0-35",0,60,"N","Pass","CCC","2014B","-47","?",2624
603477,"EEE","2013J","M","East Anglian Region","HE Qualification","70-80%","0-35",0,60,"N","Pass","EEE","2013J","-25","?",2624
603477,"CCC","2014B","M","East Anglian Region","HE Qualification","70-80%","0-35",0,60,"N","Pass","EEE","2013J","-25","?",2624
603498,"CCC","2014B","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","CCC","2014B","-123","?",801
603498,"CCC","2014B","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","DDD","2013J","-58","?",801
603498,"DDD","2013J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","CCC","2014B","-123","?",801
603498,"DDD","2013J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,90,"N","Fail","DDD","2013J","-58","?",801
603503,"CCC","2014J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,30,"N","Pass","CCC","2014J","-46","?",2142
603503,"EEE","2013J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,30,"N","Distinction","EEE","2013J","-46","?",2142
603503,"EEE","2013J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,30,"N","Distinction","CCC","2014J","-46","?",2142
603503,"CCC","2014J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,30,"N","Pass","EEE","2013J","-46","?",2142
603513,"DDD","2013J","F","South East Region","HE Qualification","30-40%","0-35",0,60,"N","Pass","DDD","2013J","-38","?",695
